Store,Phone,owner/manager's name,notes,Status,CONSOLIDATED_emails_valid,result,BEST_province,BEST_city,BEST_street,BEST_postal_code,INFO_email_status,emails/0,emails/1,email_found,domain,website,location/lat,location/lng,facebooks/0,instagrams/0,tiktoks/0,youtubes/0,
Paw Please Pet Services and Boutique,647-921-0929,Ella,Waiting for email response,Qualified,"info.pawplease@gmail.com, petintouch.services@gmail.com",ok,ON,Thornhill,7000 Bathurst St Unit C02,L4J 7L1,good,info.pawplease@gmail.com,petintouch.services@gmail.com,,pawplease.ca,,43.7930756,-79.4464227,,https://www.instagram.com/paw_please/,,,
PawBasic,647-646-4729,Sharon,"Email Sent, Spoke with Kate. Manager is on leave",Qualified,pawbasic@gmail.com,ok,ON,Mississauga,35 King St E unit 12,L5A 4E2,good,pawbasic@gmail.com,,,pawbasic.com,,43.5799871,-79.6133634,http://facebook.com/pawbasicgrooming,https://instagram.com/pawbasic,https://www.tiktok.com/@pawbasic2,https://www.youtube.com/@PawBasic,
Paws & Claws Pantry,604-984-7855,Sam - Manager,Advised to send email,Qualified,pawsnclawspantry@gmail.com,ok,BC,Vancouver - North,3071 Woodbine Drive,V7R 2S3,,,,pawsnclawspantry@gmail.com,pawsnclawspantry.com,,,,,,,,
Paws On Cook,250-888-9399,Connie - manager,Spoke to Connie. Advised to send email,Qualified,"eben@eyebytes.com, info@pawsoncook.com",risky,BC,Victoria,200 Cook Street Suite 111,V8V 3X8,,,,"eben@eyebytes.com, info@pawsoncook.com",pawsoncook.com,,,,,,,,
Paws Pet Food & Accessories,"403-640-1666, 403-249-4944",Jenny - manager,Spoke with Molly (employee). Will send and email to us. Tomorrow Jenny will be available. Call back,Qualified,elbow@pawspetfood.ca,risky,AB,Calgary,8403 Elbow Drive S.W.,T2V 1K8,,,,NONE_FOUND,pawspetfood.ca,,,,,,,,
Paws World,416-686-9030,Andrei,Waiting for email response,Qualified,contact@pawsworld.store,catch_all,ON,Toronto,763 B Woodbine Ave,M4E 2J4,risky,contact@pawsworld.store,,,,https://www.google.com/maps/search/?api=1&query=Paws%20World&query_place_id=ChIJucnR6W7N1IkReR71PT2fGtM,43.6808138,-79.3104815,,,,,
PawsNatural Pet Store,416-571-8329,Jackie Long,Email Sent. Happy to receive samples to try but nit planning on buying yet,Qualified,,invalid,ON,Toronto,3232 Yonge St,M4N 2L4,bad,info@pawsnatural.ca,,,pawsnatural.ca,,43.7293808,-79.4035367,https://www.facebook.com/PawsNatural3232/,https://www.instagram.com/pawsnatural_official,,,
Pawtato Pet Supplies,236-862-2588,,"VM. Spoke with previous manager, no longer works there.  Call back. Updated the phone number",Qualified,,,BC,Vancouver,2227 Kingsway,V5N 0E5,,,,INVALID_URL,,"https://maps.google.com/maps?q=49.2430343,-123.0602268",,,,,,,
Peaks Family Pets,604-892-9035,Lin,Spoke with Sierra. Owner will be in Fri after 11. Provided email. ,Qualified,twobytwolin@gmail.com,ok,BC,Squamish,103-1121 Commercial Place,V8B 0S5,,,,NONE_FOUND,obrienpets.com,,,,,,,,
Pet Cuisine And Accessories,416-507-9968,Ropen,Did not provide their name. Advised to send an email,Qualified,info@petcuisine.ca,ok,ON,Toronto,127 Front St E,M5A 1E3,good,info@petcuisine.ca,,,petcuisine.ca,,43.6497968,-79.3698601,https://www.facebook.com/PetCuisine,https://www.instagram.com/petcuisine.ca,,,
Pet Mama,"416-901-6262, 416-516-6262",Sylvia,,Qualified,info@petmama.ca,catch_all,ON,York,1500 Bathurst St Unit 1,M5P 3L3,risky,info@petmama.ca,,,petmama.ca,,43.6840381,-79.4188826,https://www.facebook.com/petmama6262,https://www.instagram.com/petmama,,,
Pet Pantry,"604-423-4484, 778-379-4090",Lara - Manager,Employee did not provide their name. Advised to send email. Email Sent,Qualified,mainstreet@petpantry.ca        ,ok,BC,Vancouver,2240 Commercial Dr,V5V 3M5,,,,NONE_FOUND,petpantry.ca,,,,,,,,
Pet Pantry Pet Food & Supply Stores,"778-379-4090, 604-423-4484",Utku - Manager,Spoke with Jayda. Advised that Manager is in the shop on Wed for the whole day,Qualified,,,BC,Vancouver,2240 Commercial Dr,,,,,NONE_FOUND,www.petpantry.ca,,,,,,,,
Pet Paradise,519-432-1600,Jess,Email provided. Email sent,Qualified,info@mypetparadise.ca,ok,ON,London,1080 Adelaide St N,N5Y 2N1,,,,NONE_FOUND,mypetparadise.ca,,,,,,,,
Pet store,"604-688-4233, 604-874-3310",Jess - Manager,Spoke to Elvira. Jess will be in the shop at 9 - 4:30,Qualified,bo7008@bosleys.biz,catch_all,BC,Vancouver,1005 Denman St,,risky,bo7008@bosleys.biz,,,store.petvalu.ca,https://www.google.com/maps/search/?api=1&query=Pet%20store&query_place_id=ChIJDzhELXVzhlQR1i63qFV_GxQ,,,,,,,
Pet Toba,431-800-4965,Naman - Manager,Spoke with Rajvi. Has no access to email and manager is never available for a call,Qualified,"info@pettoba.ca, info@pettoba.com",ok,MB,Winnipeg,701 Regent Ave W Unit 136,R2C 1S3,good,info@pettoba.ca,info@pettoba.com,,pettoba.ca,,49.8567577,-97.1542946,https://www.facebook.com/PetToba,https://www.instagram.com/pettoba,,,
Pet Uno,647-727-0758,Dean,Waiting for email response,Qualified,"sales@petuno.com, info@followtheleadergta.com",ok,ON,Toronto,675 College St,M6G 1B9,good,sales@petuno.com,info@followtheleadergta.com,,petuno.com,,43.6550437,-79.41721,http://www.facebook.com/pages/Pet-Uno/166388596747592,http://www.instagram.com/petunostore,,,
Petacular Food & Supply Ltd,519-439-8333,Chad,Spoke with Melissa. Advised to call back on the weekend when owner is in,Qualified,Petacular.london@gmail.com,,ON,London,57 York Street,N6A 1A6,,,,Petacular.london@gmail.com,petacular.com,,,,,,,,
PetBarn,250-494-3063,Jennifer,Busy. Advised to send email. Email Sent,Qualified,petbarn9919@hotmail.com,ok,BC,Summerland,9919 Jubilee Rd W,V0H 1Z0,,,,INVALID_URL,,"https://maps.google.com/maps?q=49.6030683,-119.6811344",,,,,,,
Petfinity,403-879-7915,Randy - Manager,Spoke with Heather (employee). Randy is in by Monday. Advised to call back or email Randy,Qualified,"hello@petfinity.ca, randy@sanurapetcare.com",ok,AB,Tsuut'na,11501 Buffalo Run Blvd. #103,T3T 0E4,,,,hello@petfinity.ca,petfinity.ca,,,,,,,,
Petkit Pets,905-940-8899,Luna,Spoke to Jimmy (employee). Provided email. Verified each letter. Will have the owner call us back. Email bounced.,Qualified,qihotianshi@gmail.com,invalid,ON,Unionville,"8380 Kennedy Road, Suite 18",L3R 0W4,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.8607237,-79.304712",,,,,,,
Pets N' Pastures,403-362-3296,Sherrie,Spoke with Cora. Manager/Owner not in the shop. Advised to send email. No access to their email,Qualified,eastanglia17@outlook.com,ok,AB,Brooks,728 2 Avenue East,T1R 1B5,,,,INVALID_URL,,"https://maps.google.com/maps?q=50.5633793,-111.8845183",,,,,,,
Pets-N-Us,604-946-1114,Lee,"Spoke to Krista (employee). Owner is in Friday Afternoon, ",Qualified,,,BC,Ladner,5076 48 Ave,V4K 2X7,,,,NONE_FOUND,petsnus.ca,,,,,,,,
Petsii Studio,647-231-8899,Sarah,Email sent,Qualified,petsiistudio@gmail.com,ok,ON,Markham,71 Cathedral High Street,L6C 0P1,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.8931574,-79.3750506",,,,,,,
Petview,416-738-8439,Sunny,Waiting for email response,Qualified,petviewtoronto@gmail.com,ok,ON,Toronto,322 Queen St W,M5V 2A5,good,petviewtoronto@gmail.com,,,,http://www.petview.ca/,43.6493503,-79.3944609,,,,,
Pisces Pet Emporium,403-274-3314,Greg - manager,Spoke with Greg. Busy. Advised to send email. greg@piscespets.com. Email Sent,Qualified,greg@piscespets.com,ok,AB,Calgary,4921 Skyline Ways Ne,T2E 4G5,,,,"ecom@piscespets.com, pisces@piscespets.com",piscespets.com,,,,,,,,
Pongo Pet Supplies,(780) 433-1335,Richard - co owner,"Richard, richard@pongo.ca",Qualified,"support@pongo.ca, richard@pongo.ca",risky,AB,Edmonton,5855 99 St. NW,T6E 3N8,,,,support@pongo.ca,pongo.ca,,,,,,,,
Poochykat,416-792-3200,Samantha or Carmen,Ariana (employee) tomorrow after 3. ,Qualified,,,ON,Etobicoke,3439 Lake Shore Blvd W,M8W 1N3,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.5953002,-79.5291033",,,,,,,
Pookey's Pet Food and Supplies,780-464-1228,Kathy - manager,Spoke with Kathy. Advised to send email. Email sent,Qualified,pookeys01@gmail.com        ,ok,AB,Sherwood Park,"#107, 101Granada Blvd.",T8A 4W2,,,,"citycellars@splm.ca, pookeys@telus.net",pookeyspetfood.com,,,,,,,,
Port Perry Feeds,905-985-7363,Jason,Spoke with Jason. Wants to get details via email.,Qualified,accounts@ppf.ca,,ON,Port Perry,40 Vanedward Dr,L9L 1G3,,,,accounts@ppf.ca,ppf.ca,,,,,,,,
Puppy Love Spa & Salon Yorkville,647-404-2817,Vanessa,,Qualified,shop@puppylovespa.ca,ok,ON,Toronto,170 Davenport Rd Lower Level,M5R 1J2,good,shop@puppylovespa.ca,,,puppylovespa.ca,,43.6753034,-79.3948707,,,https://www.tiktok.com/@puppy_love_grooming_spa,,
Quality Garden and Pet Holdings LTD,604-886-7527,Gaby,Busy. Advised to send email. Email Sent,Qualified,quality8@telus.net,ok,BC,Gibsons,325 Pratt Road,V0N 1V4,,,,NONE_FOUND,qualitygardenandpet.com,,,,,,,,
Queensville Farm Supply,905-478-4180,Samantha,Spoke with Rick. Samantha is not in - advised to call back Monday,Qualified,info@queensvillefarmsupply.ca,,ON,Queensville,1631 Queensville Side Road,L0G 1R0,,,,info@queensvillefarmsupply.ca,queensvillefarmsupply.ca,,,,,,,,
Rascals - Barking Lot,"403-256-2095, 403-275-3647",John,"Spoke with John. Sent us an email, responded.",Qualified,john@rascals.pet,ok,AB,Calgary,710 - 22 Midlake Blvd Se,T2X 2X7,,,,NONE_FOUND,rascals-thebarkinglot.com,,,,,,,,
Rascals Pet Market,778-426-4290,Sue - Owner Julie - Manager,Spoke with Julie. Asked for info via email,Qualified,info@rascalspetmarket.com,ok,BC,Brentwood Bay,"#5, 7103 W Saanich Rd",V8M 1R1,good,info@rascalspetmarket.com,,,rascalspetmarket.com,,,,,,,,
Rascals Pet Supplies,403-275-3647,John,Already sent email,Qualified,info@rascals.pet,,AB,Calgary,3804 Edmonton Trail NE,T2E 5T6,,,,info@rascals.pet,rascals.pet,,,,,,,,
Real Canadian Superstore Bison Drive,"204-275-4118, 204-258-2402",Defrochers,Manager is on Holiday for 2 weeks. Advised to call back them. Today is 11/05/2025,Qualified,"customerservice@joefresh.com, pr@loblaw.ca",,MB,Winnipeg,1578 Regent Ave W,R3T 4Z7,,customerservice@joefresh.com,pr@loblaw.ca,,realcanadiansuperstore.ca,,49.7999124,-97.1637854,https://www.facebook.com/joefresh,http://instagram.com/joefresh,https://www.tiktok.com/@joefreshstyle,https://www.youtube.com/user/RealJoeFreshStyle,
Robin's Pet Supplies,250-956-2327,Robin,Advised to send email. Email sent,Qualified,robinspetsupplies@telus.net,ok,BC,Port McNeill,311 Hemlock Street Unit 18,V0N 2R0,,,,INVALID_URL,,"https://maps.google.com/maps?q=50.5873964,-127.0850948",,,,,,,
Roc n Duke’s Pet Supplies,888-489-3431,Phil or Donn,Spoke to owner. Advised to send email. Email sent,Qualified,rocndukespetsupplies@hotmail.com,ok,ON,Listowel,"300 Mitchell Rd S, Unit 9",N4W 3T6,,,,rocndukes@gmail.com,rocndukespetsupplies.com,,,,,,,,
Rovili Pet World,905-951-6315,,Spoke with Vicky (employee). Owner just had surgery and won't be back for 2-3 weeks,Qualified,,,ON,Bolton,301 Queen St S,L7E 2B2,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.874312,-79.729647",,,,,,,
Ruff Trax Pet Supply,519-857-2385,Donna,Advised to send email,Qualified,rufftrax@execulink.com,ok,ON,Ilderton,"13229 Ilderton Road, Unit 103",N0M 2A0,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.0787721,-81.3828757",,,,,,,
Ruffin's Pet Centre,519-688-7474,,Already sent 1 email to one of the managers,Qualified,,,ON,Tillsonburg,589 Broadway Street,N4G 3S8,,,,NONE_FOUND,ruffinstillsonburg.com,,,,,,,,
Ruffin's Pet Centres,519-752-2248,Melinda,Spoke with Melinda. Interested in getting details via email. Sent email and will respond,Qualified,"info@ruffinspet.com, ruffinsbtfd@rogers.com",,ON,Brantford,320 Colborne Street West,N3T 5L1,,,,"info@ruffinspet.com, ruffinsbtfd@rogers.com",ruffinspet.com,,,,,,,,
Ruffin's Pet Centres Toronto,"416-766-3889, 905-774-7079",Dany,Spoke with employee Tanya. Gave the email address and sent them an email.,Qualified,"info@ruffinspet.com, bloorstore@ruffinspet.com",ok,ON,Toronto,2299 Bloor St W,M6S 1P1,good,info@ruffinspet.com,bloorstore@ruffinspet.com,,ruffinspet.com,,43.6502082,-79.4791554,https://www.facebook.com/RuffinsPetCentre,https://www.instagram.com/ruffinspetcentres,,https://www.youtube.com/channel/UCUnSeIHRnIz0oYsqlk7BKTA,
Ruffins Pet,905-388-2436,,Already sent 1 email to one of the managers,Qualified,,,ON,Hamilton,1760 Upper James St,L9B 1K9,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.1977223,-79.896362",,,,,,,
Simply 4 Paws,613-461-1610,Andrea,Spoke with Lindsey. Owner will be in the shop tomorrow 9:30 - 3,Qualified,simply4pawsltd@gmail.com,100,ON,Almonte,12A Mill St,K0A 1A0,good,simply4pawsltd@gmail.com,,,,"https://maps.google.com/maps?q=45.2254353,-76.1976726",,,,,,,
Simply Natural Raw Pet Food,604-266-1125,Caroline - Owner  Sharmane - Manager,Spoke with Mearl. Owner is on a vacation,Qualified,,invalid,BC,Vancouver,5565 West Blvd,V6M 3W6,bad,info@simplynaturalrawpet.ca,,,www.simplynaturalrawpet.ca,,,,,,,,
Sniffany & Co Pet Boutique & Spa,416-364-7297,Natalia,Spoke with employee Shwana. Owner might be available to talk by Monday,Qualified,hello@sniffany.ca,ok,ON,Toronto,10 Case Goods Lane,M5A 3C4,good,hello@sniffany.ca,,,sniffany.ca,,43.6500075,-79.3588622,https://facebook.com/884086965301423,https://instagram.com/sniffanycanada,,,
Sobeys - Grant Park,"204-474-1610, 204-669-9966",Dave,Spoke with Nick (employee). Manager in a meeting. Provided email address,Qualified,,,MB,Winnipeg,1150 Taylor Ave,R3M 3Z4,,,,UNREACHABLE,sobeys.com,,49.852465,-97.16502,,,,,
Southwestern Pet Centre,519-451-7279,Andrew,Spoke with Bailey (employee). Owner is not in atm. Advised to send email. ,Qualified,"andrew@southwestpet.ca, orders@southwestpet.ca",ok,ON,London,1641 Dundas St,N5W 3C3,,,,orders@southwestpet.ca,southwestpet.ca,,,,,,,,
St. Clair Pets,416-658-9999,Kayla,,Qualified,stclairpets2022@gmail.com,ok,ON,Toronto,1258 St Clair Ave W,M6E 1B9,good,stclairpets2022@gmail.com,,,stclairpets2022.com,,43.6774236,-79.4465624,,,,,
Sunderland Co-Op,705-357-3491,Katie,"VM. Spoke with employee, transferred to Katie but went to VM",Qualified,sundcoop@sunderlandco-op.on.ca,,ON,Sunderland,1 River Street,L0K 1A0,,,,sundcoop@sunderlandco-op.on.ca,sunderlandco-op.on.ca,,,,,,,,
Sunshine Pet Westbank,250-707-3303,Steve,Spoke with Kenzie. Advised to call tomorrow 9 - 2pm to catch Steve.,Qualified,sunshinepetok@hotmail.com,ok,BC,Westbank,119 3011 Louie Drive,V4T 3E2,,,,INVALID_URL,,"https://maps.google.com/maps?q=49.841259,-119.610535",,,,,,,
Tailstopia,604-299-9225,Levi - Manager,Asked for info via email,Qualified,tailstopia@gmail.com,ok,BC,Burnaby,6626A Hastings Street,V5B 1S2,good,tailstopia@gmail.com,,,kensingtonpet.ca,,,,,,,,
The Beastiary Pet Shop,"416-925-4049, 647-639-6955",Josh,,Qualified,thebeastiarypetshop@gmail.com,ok,ON,Toronto,570 Parliament St,M4X 1P8,good,thebeastiarypetshop@gmail.com,,,thebeastiary.ca,,43.6674649,-79.369534,,https://instagram.com/thebeastiarypetshop,,,
The Cat's Bark,519-642-1130,Adrian,Spoke with owner. Busy and not in front of the comupter. Advised to send email,Qualified,thecatsbark1@gmail.com,ok,ON,London,572 Dundas Street,N6B1W8,,,,thecatsbark1@gmail.com,thecatsbark.ca,,,,,,,,
The Little Pet Company,587-275-3474,Michael,Spoke with Selena (employee). Try calling back again Wed or Thur 1-2pm. Lucas,Qualified,sales@littlepetcompany.com,catch_all,AB,Fort McMurray,8802 Franklin Ave. #9,T9H 2J7,,,,NONE_FOUND,thelittlepetcompanycanada.com,,,,,,,,
The Lloydminster Pet Pad,780-808-6363,Summer,Next Week. Kim,Qualified,summer@thepetpad.net,catch_all,AB,Lloydminster,"Unit 2, 4010 50Th Ave",T9V 1B2,,,,NONE_FOUND,thepetpad.net,,,,,,,,
The Paw Barn,705-805-3131,Joanne - Manager,Spoke with Joanne. Not that interested but okay to get the details via email.,Qualified,joanne@pawbarn.ca,catch_all,ON,Val Caron,2996 Old Highway 69,P3N 1E3,,,,NONE_FOUND,pawbarn.ca,,,,,,,,
The Pet Shoppe,613-822-8282,Kate,Spoke with Nicole. Call back Thurs anytime 9 - 12 for Kate. Does not know the email address,Qualified,info@petshoppe.ca,,ON,Ottawa,4772 Bank St,K1T 0K8,,,,info@petshoppe.ca,petshoppeottawa.ca,https://www.petshoppe.ca/,45.318051,-75.5947244,,,,,
The Pet Store,"250-590-4884, 250-590-5828",Jordan,Spoke with Tierra. Advised to call tomorrow 10am for Manager,Qualified,,,BC,Victoria,2019 Cadboro Bay Rd,V8R 5G4,,,,UNREACHABLE,petstorevictoria.ca,,,,,,,,
The Raw Connoisseurs,778-806-7773,Stella,Eleneor (employee). Advised to send email. Manager is rarely in,Qualified,info@therawconnoisseurs.ca,catch_all,BC,Vancouver,2521 Guelph St,,,,,UNREACHABLE,therawconnoisseurs.ca,,,,,,,,
The Whistle Stop Pet Shop,705-737-1300,Pam,Spoke with owner. Send an email,Qualified,pam@WhistleStopPetShop.com,catch_all,ON,Barrie,3571 Penetanguishene Rd,L4M 4Y8,risky,pam@WhistleStopPetShop.com,,,whistlestoppetshop.com,,,,,,,,
Thrive Pet Food Market,204-256-7705,Jeff (Manager),Spoke with Janel (Asst Mngr). Waiting for email,Qualified,thrivepetfoodmarket@shaw.ca,ok,MB,Winnipeg,1604 St Mary's Rd Unit 2,R2M 3W5,good,thrivepetfoodmarket@shaw.ca,,,thrivepetfoodmarket.com,,49.8218521,-97.1141683,https://www.facebook.com/Thrive-Pet-Food-Market-1917876698473105,,,,
Thunder Pet,"807-286-3303, 807-683-8859",Rob,Spoke with Regan. Owner not usually in the shop. Manager Jamie is in Monday,Qualified,,,ON,Thunder Bay,1605 Mountdale Avenue,P7E 3A7,,,,INVALID_URL,,"https://maps.google.com/maps?q=48.363458,-89.295231",,,,,,,
Timmie's Leslieville,416-406-4999,Paul,waiting for email response,Qualified,"paul@timmie.ca, queenwest@timmie.ca",catch_all,ON,Toronto,1178 Queen St E,M4M 1L4,risky,paul@timmie.ca,queenwest@timmie.ca,,timmies.com,,43.6629641,-79.3320165,https://www.facebook.com/timmiespetshop,https://www.instagram.com/timmiespetshop,https://www.tiktok.com/@timmiespetshop,http://youtube.com/@timmiespetshop,
Tisol,604-436-3001,Shannon,Spoke with Marian. Advised to send email. ,Qualified,pv7103@petvalu.ca,ok,BC,Vancouver,3033 Grandview Hwy,,,,,customerservice@petvalu.com,www.tisol.ca,,,,,,,,
Tobyandbella's - Deep River's Pet Store (Toby and Bella's),613-401-1413,Melinda,John. Busy but interested to get the email,Qualified,blackspruceco@gmail.com        ,ok,ON,Deep River,39 Champlain St,K0J 1P0,,,,UNREACHABLE,tobyandbellas.square.site,,46.1006489,-77.488571,,,,,
Top Crop Garden Farm & Pet,250-489-4555,"Shannon, Megan - Mangers",Spoke with Jolene. Advised to email Megan who does ordering . Email sent,Qualified,meganfisher@topcrop.biz,ok,BC,Cranbrook,2101 Cranbrook St. N,V1C 5M6,,,,INVALID_URL,,"https://maps.google.com/maps?q=49.5315325,-115.746181",,,,,,,
Toronto Pets,"416-256-2654, 416-546-3152",Kevin,,Qualified,"hello@torontopets.com, avenuepets1950@gmail.com",ok,ON,Toronto,124 Cumberland St Lower Level,M5M 4A1,good,hello@torontopets.com,avenuepets1950@gmail.com,,,https://www.torontopets.ca/,43.7340019,-79.4200829,,https://instagram.com/torontopets.ca,https://www.tiktok.com/@torontopets.ca,,
Tuffy’s Natural Pet Store,705-640-0079,Vivian and Mike,Spoke with Lauren. Owners not in store. Email provided,Qualified,tuffysnaturalpetstore@gmail.com,ok,ON,Bracebridge,63 Manitoba St Unit #6,P1L 2B2,,,,tuffysnaturalpetstore@gmail.com,,http://tuffysnaturalpetstore.ca/,45.0418059,-79.3107259,,,,,
Unicorn Beauty x Pet,416-926-8288,Vincent,Spoke with employee but does not know the email. Provided our phone number to call,Qualified,"hello@gogopets.ca, info.unicornbeautyxpet@gmail.com",ok,ON,Toronto,660 A Yonge St,M4Y 2A6,good,hello@gogopets.ca,info.unicornbeautyxpet@gmail.com,,gogopets.ca,https://www.google.com/maps/search/?api=1&query=Unicorn%20Beauty%20x%20Pet&query_place_id=ChIJk8dQQWk1K4gRAbl7h5uVFSo,43.6670222,-79.3856521,,https://www.instagram.com/gogopets.ca,,,
Uptown Dawg,604-942-0311,Cora,Spoke with Yoshie (employee). Advised to send email,Qualified,"bark4@uptowndawg.com, bark@uptowndawg.com, rawbar@uptowndawg.com",ok,BC,Port Coquitlam,1472 Prairie Avenue,V3B 5M8,,,,"bark4@uptowndawg.com, bark@uptowndawg.com, rawbar@uptowndawg.com",uptowndawg.com,,,,,,,,
Urban Paws,613-384-0987,Karen,,Qualified,"urbanpaws@cataraquiph.ca, urbanpaws@cataraquipetcentre.ca",ok,ON,Kingston,1183 Midland Ave,K7P 2X8,good,urbanpaws@cataraquiph.ca,urbanpaws@cataraquipetcentre.ca,,urbanpaws.ca,,44.2669419,-76.5748426,https://www.facebook.com/urbanpawskingston,https://www.instagram.com/urban_paws,,,
Urban Tails,204-222-8069,Lana,Spoke with Corina (Mngr). Waiting for email. Owner is in the shop on Monday,Qualified,urbantails@wherehappypetsshop.com,ok,MB,Winnipeg,1510 Plessis Rd #4,R2C 5R5,good,urbantails@wherehappypetsshop.com,,,wherehappypetsshop.com,,49.8997884,-97.0259657,https://www.facebook.com/share,https://www.instagram.com/urban_tails1510,https://www.tiktok.com/@urbantails_winnipeg,,
Valley Mercantile,778-443-5063,Mel,Busy. Advised to send email. Email Sent,Qualified,valleymercantile@shaw.ca,ok,BC,Enderby,600 Granville Avenue Box 103,V0E 1V0,,,,INVALID_URL,,"https://maps.google.com/maps?q=50.5477348,-119.1388728",,,,,,,
